,Date,AQI,Sample_Duration,Pollutant_Type
2898,2018-02-15,3,24-HR BLK AVG,88101
2899,2018-02-15,3,24-HR BLK AVG,88101
2900,2018-02-15,3,24-HR BLK AVG,88101
2901,2018-02-15,3,24-HR BLK AVG,88101
2902,2018-02-15,3,24-HR BLK AVG,88101
2903,2018-02-15,3,24-HR BLK AVG,88101
2904,2018-02-16,0,24-HR BLK AVG,88101
2905,2018-02-16,0,24-HR BLK AVG,88101
2906,2018-02-16,0,24-HR BLK AVG,88101
2907,2018-02-16,0,24-HR BLK AVG,88101
2908,2018-02-16,0,24-HR BLK AVG,88101
2909,2018-02-16,0,24-HR BLK AVG,88101
2910,2018-02-17,0,24-HR BLK AVG,88101
2911,2018-02-17,0,24-HR BLK AVG,88101
2912,2018-02-17,0,24-HR BLK AVG,88101
2913,2018-02-17,0,24-HR BLK AVG,88101
2914,2018-02-17,0,24-HR BLK AVG,88101
2915,2018-02-17,0,24-HR BLK AVG,88101
2916,2018-02-18,0,24-HR BLK AVG,88101
2917,2018-02-18,0,24-HR BLK AVG,88101
2918,2018-02-18,0,24-HR BLK AVG,88101
2919,2018-02-18,0,24-HR BLK AVG,88101
2920,2018-02-18,0,24-HR BLK AVG,88101
2921,2018-02-18,0,24-HR BLK AVG,88101
2922,2018-02-19,2,24-HR BLK AVG,88101
2923,2018-02-19,2,24-HR BLK AVG,88101
2924,2018-02-19,2,24-HR BLK AVG,88101
2925,2018-02-19,2,24-HR BLK AVG,88101
2926,2018-02-19,2,24-HR BLK AVG,88101
2927,2018-02-19,2,24-HR BLK AVG,88101
2928,2018-02-20,3,24-HR BLK AVG,88101
2929,2018-02-20,3,24-HR BLK AVG,88101
2930,2018-02-20,3,24-HR BLK AVG,88101
2931,2018-02-20,3,24-HR BLK AVG,88101
2932,2018-02-20,3,24-HR BLK AVG,88101
2933,2018-02-20,3,24-HR BLK AVG,88101
2934,2018-02-21,0,24-HR BLK AVG,88101
2935,2018-02-21,0,24-HR BLK AVG,88101
2936,2018-02-21,0,24-HR BLK AVG,88101
2937,2018-02-21,0,24-HR BLK AVG,88101
2938,2018-02-21,0,24-HR BLK AVG,88101
2939,2018-02-21,0,24-HR BLK AVG,88101
2940,2018-02-22,15,24-HR BLK AVG,88101
2941,2018-02-22,15,24-HR BLK AVG,88101
2942,2018-02-22,15,24-HR BLK AVG,88101
2943,2018-02-22,15,24-HR BLK AVG,88101
2944,2018-02-22,15,24-HR BLK AVG,88101
2945,2018-02-22,15,24-HR BLK AVG,88101
2946,2018-02-23,12,24-HR BLK AVG,88101
2947,2018-02-23,12,24-HR BLK AVG,88101
2948,2018-02-23,12,24-HR BLK AVG,88101
2949,2018-02-23,12,24-HR BLK AVG,88101
2950,2018-02-23,12,24-HR BLK AVG,88101
2951,2018-02-23,12,24-HR BLK AVG,88101
2952,2018-02-24,16,24-HR BLK AVG,88101
2953,2018-02-24,16,24-HR BLK AVG,88101
2954,2018-02-24,16,24-HR BLK AVG,88101
2955,2018-02-24,16,24-HR BLK AVG,88101
2956,2018-02-24,16,24-HR BLK AVG,88101
2957,2018-02-24,16,24-HR BLK AVG,88101
2958,2018-02-25,3,24-HR BLK AVG,88101
2959,2018-02-25,3,24-HR BLK AVG,88101
2960,2018-02-25,3,24-HR BLK AVG,88101
2961,2018-02-25,3,24-HR BLK AVG,88101
2962,2018-02-25,3,24-HR BLK AVG,88101
2963,2018-02-25,3,24-HR BLK AVG,88101
2964,2018-02-26,0,24-HR BLK AVG,88101
2965,2018-02-26,0,24-HR BLK AVG,88101
2966,2018-02-26,0,24-HR BLK AVG,88101
2967,2018-02-26,0,24-HR BLK AVG,88101
2968,2018-02-26,0,24-HR BLK AVG,88101
2969,2018-02-26,0,24-HR BLK AVG,88101
2970,2018-02-27,5,24-HR BLK AVG,88101
2971,2018-02-27,5,24-HR BLK AVG,88101
2972,2018-02-27,5,24-HR BLK AVG,88101
2973,2018-02-27,5,24-HR BLK AVG,88101
2974,2018-02-27,5,24-HR BLK AVG,88101
2975,2018-02-27,5,24-HR BLK AVG,88101
2976,2018-03-01,14,24-HR BLK AVG,88101
2977,2018-03-01,14,24-HR BLK AVG,88101
2978,2018-03-01,14,24-HR BLK AVG,88101
2979,2018-03-01,14,24-HR BLK AVG,88101
2980,2018-03-01,14,24-HR BLK AVG,88101
2981,2018-03-01,14,24-HR BLK AVG,88101
2982,2018-03-02,13,24-HR BLK AVG,88101
2983,2018-03-02,13,24-HR BLK AVG,88101
2984,2018-03-02,13,24-HR BLK AVG,88101
2985,2018-03-02,13,24-HR BLK AVG,88101
2986,2018-03-02,13,24-HR BLK AVG,88101
2987,2018-03-02,13,24-HR BLK AVG,88101
2988,2018-03-03,23,24-HR BLK AVG,88101
2989,2018-03-03,23,24-HR BLK AVG,88101
2990,2018-03-03,23,24-HR BLK AVG,88101
2991,2018-03-03,23,24-HR BLK AVG,88101
2992,2018-03-03,23,24-HR BLK AVG,88101
2993,2018-03-03,23,24-HR BLK AVG,88101
2994,2018-03-04,18,24-HR BLK AVG,88101
2995,2018-03-04,18,24-HR BLK AVG,88101
2996,2018-03-04,18,24-HR BLK AVG,88101
2997,2018-03-04,18,24-HR BLK AVG,88101
2998,2018-03-04,18,24-HR BLK AVG,88101
2999,2018-03-04,18,24-HR BLK AVG,88101
3000,2018-03-05,3,24-HR BLK AVG,88101
3001,2018-03-05,3,24-HR BLK AVG,88101
3002,2018-03-05,3,24-HR BLK AVG,88101
3003,2018-03-05,3,24-HR BLK AVG,88101
3004,2018-03-05,3,24-HR BLK AVG,88101
3005,2018-03-05,3,24-HR BLK AVG,88101
3006,2018-03-06,0,24-HR BLK AVG,88101
3007,2018-03-06,0,24-HR BLK AVG,88101
3008,2018-03-06,0,24-HR BLK AVG,88101
3009,2018-03-06,0,24-HR BLK AVG,88101
3010,2018-03-06,0,24-HR BLK AVG,88101
3011,2018-03-06,0,24-HR BLK AVG,88101
3012,2018-03-07,26,24-HR BLK AVG,88101
3013,2018-03-07,26,24-HR BLK AVG,88101
3014,2018-03-07,26,24-HR BLK AVG,88101
3015,2018-03-07,26,24-HR BLK AVG,88101
3016,2018-03-07,26,24-HR BLK AVG,88101
3017,2018-03-07,26,24-HR BLK AVG,88101
3018,2018-03-08,24,24-HR BLK AVG,88101
3019,2018-03-08,24,24-HR BLK AVG,88101
3020,2018-03-08,24,24-HR BLK AVG,88101
3021,2018-03-08,24,24-HR BLK AVG,88101
3022,2018-03-08,24,24-HR BLK AVG,88101
3023,2018-03-08,24,24-HR BLK AVG,88101
3024,2018-03-09,39,24-HR BLK AVG,88101
3025,2018-03-09,39,24-HR BLK AVG,88101
3026,2018-03-09,39,24-HR BLK AVG,88101
3027,2018-03-09,39,24-HR BLK AVG,88101
3028,2018-03-09,39,24-HR BLK AVG,88101
3029,2018-03-09,39,24-HR BLK AVG,88101
3030,2018-03-10,53,24-HR BLK AVG,88101
3031,2018-03-10,53,24-HR BLK AVG,88101
3032,2018-03-10,53,24-HR BLK AVG,88101
3033,2018-03-10,53,24-HR BLK AVG,88101
3034,2018-03-10,53,24-HR BLK AVG,88101
3035,2018-03-10,53,24-HR BLK AVG,88101
3036,2018-03-11,33,24-HR BLK AVG,88101
3037,2018-03-11,33,24-HR BLK AVG,88101
3038,2018-03-11,33,24-HR BLK AVG,88101
3039,2018-03-11,33,24-HR BLK AVG,88101
3040,2018-03-11,33,24-HR BLK AVG,88101
3041,2018-03-11,33,24-HR BLK AVG,88101
3042,2018-03-12,18,24-HR BLK AVG,88101
3043,2018-03-12,18,24-HR BLK AVG,88101
3044,2018-03-12,18,24-HR BLK AVG,88101
3045,2018-03-12,18,24-HR BLK AVG,88101
3046,2018-03-12,18,24-HR BLK AVG,88101
3047,2018-03-12,18,24-HR BLK AVG,88101
3048,2018-03-13,25,24-HR BLK AVG,88101
3049,2018-03-13,25,24-HR BLK AVG,88101
3050,2018-03-13,25,24-HR BLK AVG,88101
3051,2018-03-13,25,24-HR BLK AVG,88101
3052,2018-03-13,25,24-HR BLK AVG,88101
3053,2018-03-13,25,24-HR BLK AVG,88101
3054,2018-03-14,27,24-HR BLK AVG,88101
3055,2018-03-14,27,24-HR BLK AVG,88101
3056,2018-03-14,27,24-HR BLK AVG,88101
3057,2018-03-14,27,24-HR BLK AVG,88101
3058,2018-03-14,27,24-HR BLK AVG,88101
3059,2018-03-14,27,24-HR BLK AVG,88101
3060,2018-03-15,3,24-HR BLK AVG,88101
3061,2018-03-15,3,24-HR BLK AVG,88101
3062,2018-03-15,3,24-HR BLK AVG,88101
3063,2018-03-15,3,24-HR BLK AVG,88101
3064,2018-03-15,3,24-HR BLK AVG,88101
3065,2018-03-15,3,24-HR BLK AVG,88101
3066,2018-03-16,1,24-HR BLK AVG,88101
3067,2018-03-16,1,24-HR BLK AVG,88101
3068,2018-03-16,1,24-HR BLK AVG,88101
3069,2018-03-16,1,24-HR BLK AVG,88101
3070,2018-03-16,1,24-HR BLK AVG,88101
3071,2018-03-16,1,24-HR BLK AVG,88101
3072,2018-03-17,14,24-HR BLK AVG,88101
3073,2018-03-17,14,24-HR BLK AVG,88101
3074,2018-03-17,14,24-HR BLK AVG,88101
3075,2018-03-17,14,24-HR BLK AVG,88101
3076,2018-03-17,14,24-HR BLK AVG,88101
3077,2018-03-17,14,24-HR BLK AVG,88101
3078,2018-03-18,36,24-HR BLK AVG,88101
3079,2018-03-18,36,24-HR BLK AVG,88101
3080,2018-03-18,36,24-HR BLK AVG,88101
3081,2018-03-18,36,24-HR BLK AVG,88101
3082,2018-03-18,36,24-HR BLK AVG,88101
3083,2018-03-18,36,24-HR BLK AVG,88101
3084,2018-03-19,9,24-HR BLK AVG,88101
3085,2018-03-19,9,24-HR BLK AVG,88101
3086,2018-03-19,9,24-HR BLK AVG,88101
3087,2018-03-19,9,24-HR BLK AVG,88101
3088,2018-03-19,9,24-HR BLK AVG,88101
3089,2018-03-19,9,24-HR BLK AVG,88101
3090,2018-03-20,24,24-HR BLK AVG,88101
3091,2018-03-20,24,24-HR BLK AVG,88101
3092,2018-03-20,24,24-HR BLK AVG,88101
3093,2018-03-20,24,24-HR BLK AVG,88101
3094,2018-03-20,24,24-HR BLK AVG,88101
3095,2018-03-20,24,24-HR BLK AVG,88101
3096,2018-03-21,34,24-HR BLK AVG,88101
3097,2018-03-21,34,24-HR BLK AVG,88101
3098,2018-03-21,34,24-HR BLK AVG,88101
3099,2018-03-21,34,24-HR BLK AVG,88101
3100,2018-03-21,34,24-HR BLK AVG,88101
3101,2018-03-21,34,24-HR BLK AVG,88101
3102,2018-03-22,28,24-HR BLK AVG,88101
3103,2018-03-22,28,24-HR BLK AVG,88101
3104,2018-03-22,28,24-HR BLK AVG,88101
3105,2018-03-22,28,24-HR BLK AVG,88101
3106,2018-03-22,28,24-HR BLK AVG,88101
3107,2018-03-22,28,24-HR BLK AVG,88101
3108,2018-03-23,14,24-HR BLK AVG,88101
3109,2018-03-23,14,24-HR BLK AVG,88101
3110,2018-03-23,14,24-HR BLK AVG,88101
3111,2018-03-23,14,24-HR BLK AVG,88101
3112,2018-03-23,14,24-HR BLK AVG,88101
3113,2018-03-23,14,24-HR BLK AVG,88101
3114,2018-03-24,13,24-HR BLK AVG,88101
3115,2018-03-24,13,24-HR BLK AVG,88101
3116,2018-03-24,13,24-HR BLK AVG,88101
3117,2018-03-24,13,24-HR BLK AVG,88101
3118,2018-03-24,13,24-HR BLK AVG,88101
3119,2018-03-24,13,24-HR BLK AVG,88101
3120,2018-03-25,13,24-HR BLK AVG,88101
3121,2018-03-25,13,24-HR BLK AVG,88101
3122,2018-03-25,13,24-HR BLK AVG,88101
3123,2018-03-25,13,24-HR BLK AVG,88101
3124,2018-03-25,13,24-HR BLK AVG,88101
3125,2018-03-25,13,24-HR BLK AVG,88101
3126,2018-03-26,8,24-HR BLK AVG,88101
3127,2018-03-26,8,24-HR BLK AVG,88101
3128,2018-03-26,8,24-HR BLK AVG,88101
3129,2018-03-26,8,24-HR BLK AVG,88101
3130,2018-03-26,8,24-HR BLK AVG,88101
3131,2018-03-26,8,24-HR BLK AVG,88101
3132,2018-03-27,1,24-HR BLK AVG,88101
3133,2018-03-27,1,24-HR BLK AVG,88101
3134,2018-03-27,1,24-HR BLK AVG,88101
3135,2018-03-27,1,24-HR BLK AVG,88101
3136,2018-03-27,1,24-HR BLK AVG,88101
3137,2018-03-27,1,24-HR BLK AVG,88101
3138,2018-03-28,1,24-HR BLK AVG,88101
3139,2018-03-28,1,24-HR BLK AVG,88101
3140,2018-03-28,1,24-HR BLK AVG,88101
3141,2018-03-28,1,24-HR BLK AVG,88101
3142,2018-03-28,1,24-HR BLK AVG,88101
3143,2018-03-28,1,24-HR BLK AVG,88101
3144,2018-03-29,17,24-HR BLK AVG,88101
3145,2018-03-29,17,24-HR BLK AVG,88101
3146,2018-03-29,17,24-HR BLK AVG,88101
3147,2018-03-29,17,24-HR BLK AVG,88101
3148,2018-03-29,17,24-HR BLK AVG,88101
3149,2018-03-29,17,24-HR BLK AVG,88101
3150,2018-03-30,0,24-HR BLK AVG,88101
3151,2018-03-30,0,24-HR BLK AVG,88101
3152,2018-03-30,0,24-HR BLK AVG,88101
3153,2018-03-30,0,24-HR BLK AVG,88101
3154,2018-03-30,0,24-HR BLK AVG,88101
3155,2018-03-30,0,24-HR BLK AVG,88101
3156,2018-04-01,20,24-HR BLK AVG,88101
3157,2018-04-01,20,24-HR BLK AVG,88101
3158,2018-04-01,20,24-HR BLK AVG,88101
3159,2018-04-01,20,24-HR BLK AVG,88101
3160,2018-04-01,20,24-HR BLK AVG,88101
3161,2018-04-01,20,24-HR BLK AVG,88101
3162,2018-04-02,11,24-HR BLK AVG,88101
3163,2018-04-02,11,24-HR BLK AVG,88101
3164,2018-04-02,11,24-HR BLK AVG,88101
3165,2018-04-02,11,24-HR BLK AVG,88101
3166,2018-04-02,11,24-HR BLK AVG,88101
3167,2018-04-02,11,24-HR BLK AVG,88101
3168,2018-04-03,0,24-HR BLK AVG,88101
3169,2018-04-03,0,24-HR BLK AVG,88101
3170,2018-04-03,0,24-HR BLK AVG,88101
3171,2018-04-03,0,24-HR BLK AVG,88101
3172,2018-04-03,0,24-HR BLK AVG,88101
3173,2018-04-03,0,24-HR BLK AVG,88101
3174,2018-04-04,15,24-HR BLK AVG,88101
3175,2018-04-04,15,24-HR BLK AVG,88101
3176,2018-04-04,15,24-HR BLK AVG,88101
3177,2018-04-04,15,24-HR BLK AVG,88101
3178,2018-04-04,15,24-HR BLK AVG,88101
3179,2018-04-04,15,24-HR BLK AVG,88101
3180,2018-04-05,15,24-HR BLK AVG,88101
3181,2018-04-05,15,24-HR BLK AVG,88101
3182,2018-04-05,15,24-HR BLK AVG,88101
3183,2018-04-05,15,24-HR BLK AVG,88101
3184,2018-04-05,15,24-HR BLK AVG,88101
3185,2018-04-05,15,24-HR BLK AVG,88101
3186,2018-04-06,11,24-HR BLK AVG,88101
3187,2018-04-06,11,24-HR BLK AVG,88101
3188,2018-04-06,11,24-HR BLK AVG,88101
3189,2018-04-06,11,24-HR BLK AVG,88101
3190,2018-04-06,11,24-HR BLK AVG,88101
3191,2018-04-06,11,24-HR BLK AVG,88101
3192,2018-04-07,11,24-HR BLK AVG,88101
3193,2018-04-07,11,24-HR BLK AVG,88101
3194,2018-04-07,11,24-HR BLK AVG,88101
3195,2018-04-07,11,24-HR BLK AVG,88101
3196,2018-04-07,11,24-HR BLK AVG,88101
3197,2018-04-07,11,24-HR BLK AVG,88101
3198,2018-04-08,6,24-HR BLK AVG,88101
3199,2018-04-08,6,24-HR BLK AVG,88101
3200,2018-04-08,6,24-HR BLK AVG,88101
3201,2018-04-08,6,24-HR BLK AVG,88101
3202,2018-04-08,6,24-HR BLK AVG,88101
3203,2018-04-08,6,24-HR BLK AVG,88101
3204,2018-04-09,31,24-HR BLK AVG,88101
3205,2018-04-09,31,24-HR BLK AVG,88101
3206,2018-04-09,31,24-HR BLK AVG,88101
3207,2018-04-09,31,24-HR BLK AVG,88101
3208,2018-04-09,31,24-HR BLK AVG,88101
3209,2018-04-09,31,24-HR BLK AVG,88101
3210,2018-04-10,49,24-HR BLK AVG,88101
3211,2018-04-10,49,24-HR BLK AVG,88101
3212,2018-04-10,49,24-HR BLK AVG,88101
3213,2018-04-10,49,24-HR BLK AVG,88101
3214,2018-04-10,49,24-HR BLK AVG,88101
3215,2018-04-10,49,24-HR BLK AVG,88101
3216,2018-04-11,32,24-HR BLK AVG,88101
3217,2018-04-11,32,24-HR BLK AVG,88101
3218,2018-04-11,32,24-HR BLK AVG,88101
3219,2018-04-11,32,24-HR BLK AVG,88101
3220,2018-04-11,32,24-HR BLK AVG,88101
3221,2018-04-11,32,24-HR BLK AVG,88101
3222,2018-04-12,16,24-HR BLK AVG,88101
3223,2018-04-12,16,24-HR BLK AVG,88101
3224,2018-04-12,16,24-HR BLK AVG,88101
3225,2018-04-12,16,24-HR BLK AVG,88101
3226,2018-04-12,16,24-HR BLK AVG,88101
3227,2018-04-12,16,24-HR BLK AVG,88101
3228,2018-04-13,0,24-HR BLK AVG,88101
3229,2018-04-13,0,24-HR BLK AVG,88101
3230,2018-04-13,0,24-HR BLK AVG,88101
3231,2018-04-13,0,24-HR BLK AVG,88101
3232,2018-04-13,0,24-HR BLK AVG,88101
3233,2018-04-13,0,24-HR BLK AVG,88101
3234,2018-04-14,8,24-HR BLK AVG,88101
3235,2018-04-14,8,24-HR BLK AVG,88101
3236,2018-04-14,8,24-HR BLK AVG,88101
3237,2018-04-14,8,24-HR BLK AVG,88101
3238,2018-04-14,8,24-HR BLK AVG,88101
3239,2018-04-14,8,24-HR BLK AVG,88101
3240,2018-04-15,9,24-HR BLK AVG,88101
3241,2018-04-15,9,24-HR BLK AVG,88101
3242,2018-04-15,9,24-HR BLK AVG,88101
3243,2018-04-15,9,24-HR BLK AVG,88101
3244,2018-04-15,9,24-HR BLK AVG,88101
3245,2018-04-15,9,24-HR BLK AVG,88101
3246,2018-04-16,10,24-HR BLK AVG,88101
3247,2018-04-16,10,24-HR BLK AVG,88101
3248,2018-04-16,10,24-HR BLK AVG,88101
3249,2018-04-16,10,24-HR BLK AVG,88101
3250,2018-04-16,10,24-HR BLK AVG,88101
3251,2018-04-16,10,24-HR BLK AVG,88101
3252,2018-04-17,5,24-HR BLK AVG,88101
3253,2018-04-17,5,24-HR BLK AVG,88101
3254,2018-04-17,5,24-HR BLK AVG,88101
3255,2018-04-17,5,24-HR BLK AVG,88101
3256,2018-04-17,5,24-HR BLK AVG,88101
3257,2018-04-17,5,24-HR BLK AVG,88101
3258,2018-04-18,13,24-HR BLK AVG,88101
3259,2018-04-18,13,24-HR BLK AVG,88101
3260,2018-04-18,13,24-HR BLK AVG,88101
3261,2018-04-18,13,24-HR BLK AVG,88101
3262,2018-04-18,13,24-HR BLK AVG,88101
3263,2018-04-18,13,24-HR BLK AVG,88101
3264,2018-04-19,39,24-HR BLK AVG,88101
3265,2018-04-19,39,24-HR BLK AVG,88101
3266,2018-04-19,39,24-HR BLK AVG,88101
3267,2018-04-19,39,24-HR BLK AVG,88101
3268,2018-04-19,39,24-HR BLK AVG,88101
3269,2018-04-19,39,24-HR BLK AVG,88101
3270,2018-04-20,20,24-HR BLK AVG,88101
3271,2018-04-20,20,24-HR BLK AVG,88101
3272,2018-04-20,20,24-HR BLK AVG,88101
3273,2018-04-20,20,24-HR BLK AVG,88101
3274,2018-04-20,20,24-HR BLK AVG,88101
3275,2018-04-20,20,24-HR BLK AVG,88101
3276,2018-04-21,28,24-HR BLK AVG,88101
3277,2018-04-21,28,24-HR BLK AVG,88101
3278,2018-04-21,28,24-HR BLK AVG,88101
3279,2018-04-21,28,24-HR BLK AVG,88101
3280,2018-04-21,28,24-HR BLK AVG,88101
3281,2018-04-21,28,24-HR BLK AVG,88101
3282,2018-04-22,8,24-HR BLK AVG,88101
3283,2018-04-22,8,24-HR BLK AVG,88101
3284,2018-04-22,8,24-HR BLK AVG,88101
3285,2018-04-22,8,24-HR BLK AVG,88101
3286,2018-04-22,8,24-HR BLK AVG,88101
3287,2018-04-22,8,24-HR BLK AVG,88101
3288,2018-04-23,3,24-HR BLK AVG,88101
3289,2018-04-23,3,24-HR BLK AVG,88101
3290,2018-04-23,3,24-HR BLK AVG,88101
3291,2018-04-23,3,24-HR BLK AVG,88101
3292,2018-04-23,3,24-HR BLK AVG,88101
3293,2018-04-23,3,24-HR BLK AVG,88101
3294,2018-04-24,9,24-HR BLK AVG,88101
3295,2018-04-24,9,24-HR BLK AVG,88101
3296,2018-04-24,9,24-HR BLK AVG,88101
3297,2018-04-24,9,24-HR BLK AVG,88101
3298,2018-04-24,9,24-HR BLK AVG,88101
3299,2018-04-24,9,24-HR BLK AVG,88101
3300,2018-04-25,1,24-HR BLK AVG,88101
3301,2018-04-25,1,24-HR BLK AVG,88101
3302,2018-04-25,1,24-HR BLK AVG,88101
3303,2018-04-25,1,24-HR BLK AVG,88101
3304,2018-04-25,1,24-HR BLK AVG,88101
3305,2018-04-25,1,24-HR BLK AVG,88101
3306,2018-04-26,7,24-HR BLK AVG,88101
3307,2018-04-26,7,24-HR BLK AVG,88101
3308,2018-04-26,7,24-HR BLK AVG,88101
3309,2018-04-26,7,24-HR BLK AVG,88101
3310,2018-04-26,7,24-HR BLK AVG,88101
3311,2018-04-26,7,24-HR BLK AVG,88101
3312,2018-04-27,0,24-HR BLK AVG,88101
3313,2018-04-27,0,24-HR BLK AVG,88101
3314,2018-04-27,0,24-HR BLK AVG,88101
3315,2018-04-27,0,24-HR BLK AVG,88101
3316,2018-04-27,0,24-HR BLK AVG,88101
3317,2018-04-27,0,24-HR BLK AVG,88101
3318,2018-04-28,0,24-HR BLK AVG,88101
3319,2018-04-28,0,24-HR BLK AVG,88101
3320,2018-04-28,0,24-HR BLK AVG,88101
3321,2018-04-28,0,24-HR BLK AVG,88101
3322,2018-04-28,0,24-HR BLK AVG,88101
3323,2018-04-28,0,24-HR BLK AVG,88101
3324,2018-04-29,21,24-HR BLK AVG,88101
3325,2018-04-29,21,24-HR BLK AVG,88101
3326,2018-04-29,21,24-HR BLK AVG,88101
3327,2018-04-29,21,24-HR BLK AVG,88101
3328,2018-04-29,21,24-HR BLK AVG,88101
3329,2018-04-29,21,24-HR BLK AVG,88101
3330,2018-05-01,9,24-HR BLK AVG,88101
3331,2018-05-01,9,24-HR BLK AVG,88101
3332,2018-05-01,9,24-HR BLK AVG,88101
3333,2018-05-01,9,24-HR BLK AVG,88101
3334,2018-05-01,9,24-HR BLK AVG,88101
3335,2018-05-01,9,24-HR BLK AVG,88101
3336,2018-05-08,21,24-HR BLK AVG,88101
3337,2018-05-08,21,24-HR BLK AVG,88101
3338,2018-05-08,21,24-HR BLK AVG,88101
3339,2018-05-08,21,24-HR BLK AVG,88101
3340,2018-05-08,21,24-HR BLK AVG,88101
3341,2018-05-08,21,24-HR BLK AVG,88101
3342,2018-05-09,25,24-HR BLK AVG,88101
3343,2018-05-09,25,24-HR BLK AVG,88101
3344,2018-05-09,25,24-HR BLK AVG,88101
3345,2018-05-09,25,24-HR BLK AVG,88101
3346,2018-05-09,25,24-HR BLK AVG,88101
3347,2018-05-09,25,24-HR BLK AVG,88101
3348,2018-05-10,17,24-HR BLK AVG,88101
3349,2018-05-10,17,24-HR BLK AVG,88101
3350,2018-05-10,17,24-HR BLK AVG,88101
3351,2018-05-10,17,24-HR BLK AVG,88101
3352,2018-05-10,17,24-HR BLK AVG,88101
3353,2018-05-10,17,24-HR BLK AVG,88101
3354,2018-05-11,17,24-HR BLK AVG,88101
3355,2018-05-11,17,24-HR BLK AVG,88101
3356,2018-05-11,17,24-HR BLK AVG,88101
3357,2018-05-11,17,24-HR BLK AVG,88101
3358,2018-05-11,17,24-HR BLK AVG,88101
3359,2018-05-11,17,24-HR BLK AVG,88101
3360,2018-05-12,36,24-HR BLK AVG,88101
3361,2018-05-12,36,24-HR BLK AVG,88101
3362,2018-05-12,36,24-HR BLK AVG,88101
3363,2018-05-12,36,24-HR BLK AVG,88101
3364,2018-05-12,36,24-HR BLK AVG,88101
3365,2018-05-12,36,24-HR BLK AVG,88101
3366,2018-05-13,20,24-HR BLK AVG,88101
3367,2018-05-13,20,24-HR BLK AVG,88101
3368,2018-05-13,20,24-HR BLK AVG,88101
3369,2018-05-13,20,24-HR BLK AVG,88101
3370,2018-05-13,20,24-HR BLK AVG,88101
3371,2018-05-13,20,24-HR BLK AVG,88101
3372,2018-05-14,34,24-HR BLK AVG,88101
3373,2018-05-14,34,24-HR BLK AVG,88101
3374,2018-05-14,34,24-HR BLK AVG,88101
3375,2018-05-14,34,24-HR BLK AVG,88101
3376,2018-05-14,34,24-HR BLK AVG,88101
3377,2018-05-14,34,24-HR BLK AVG,88101
3378,2018-05-15,56,24-HR BLK AVG,88101
3379,2018-05-15,56,24-HR BLK AVG,88101
3380,2018-05-15,56,24-HR BLK AVG,88101
3381,2018-05-15,56,24-HR BLK AVG,88101
3382,2018-05-15,56,24-HR BLK AVG,88101
3383,2018-05-15,56,24-HR BLK AVG,88101
3384,2018-05-16,47,24-HR BLK AVG,88101
3385,2018-05-16,47,24-HR BLK AVG,88101
3386,2018-05-16,47,24-HR BLK AVG,88101
3387,2018-05-16,47,24-HR BLK AVG,88101
3388,2018-05-16,47,24-HR BLK AVG,88101
3389,2018-05-16,47,24-HR BLK AVG,88101
3390,2018-05-17,35,24-HR BLK AVG,88101
3391,2018-05-17,35,24-HR BLK AVG,88101
3392,2018-05-17,35,24-HR BLK AVG,88101
3393,2018-05-17,35,24-HR BLK AVG,88101
3394,2018-05-17,35,24-HR BLK AVG,88101
3395,2018-05-17,35,24-HR BLK AVG,88101
3396,2018-05-18,13,24-HR BLK AVG,88101
3397,2018-05-18,13,24-HR BLK AVG,88101
3398,2018-05-18,13,24-HR BLK AVG,88101
3399,2018-05-18,13,24-HR BLK AVG,88101
3400,2018-05-18,13,24-HR BLK AVG,88101
3401,2018-05-18,13,24-HR BLK AVG,88101
3402,2018-05-19,16,24-HR BLK AVG,88101
3403,2018-05-19,16,24-HR BLK AVG,88101
3404,2018-05-19,16,24-HR BLK AVG,88101
3405,2018-05-19,16,24-HR BLK AVG,88101
3406,2018-05-19,16,24-HR BLK AVG,88101
3407,2018-05-19,16,24-HR BLK AVG,88101
3408,2018-05-20,20,24-HR BLK AVG,88101
3409,2018-05-20,20,24-HR BLK AVG,88101
3410,2018-05-20,20,24-HR BLK AVG,88101
3411,2018-05-20,20,24-HR BLK AVG,88101
3412,2018-05-20,20,24-HR BLK AVG,88101
3413,2018-05-20,20,24-HR BLK AVG,88101
3414,2018-05-21,18,24-HR BLK AVG,88101
3415,2018-05-21,18,24-HR BLK AVG,88101
3416,2018-05-21,18,24-HR BLK AVG,88101
3417,2018-05-21,18,24-HR BLK AVG,88101
3418,2018-05-21,18,24-HR BLK AVG,88101
3419,2018-05-21,18,24-HR BLK AVG,88101
3420,2018-05-22,19,24-HR BLK AVG,88101
3421,2018-05-22,19,24-HR BLK AVG,88101
3422,2018-05-22,19,24-HR BLK AVG,88101
3423,2018-05-22,19,24-HR BLK AVG,88101
3424,2018-05-22,19,24-HR BLK AVG,88101
3425,2018-05-22,19,24-HR BLK AVG,88101
3426,2018-05-23,21,24-HR BLK AVG,88101
3427,2018-05-23,21,24-HR BLK AVG,88101
3428,2018-05-23,21,24-HR BLK AVG,88101
3429,2018-05-23,21,24-HR BLK AVG,88101
3430,2018-05-23,21,24-HR BLK AVG,88101
3431,2018-05-23,21,24-HR BLK AVG,88101
3432,2018-05-24,21,24-HR BLK AVG,88101
3433,2018-05-24,21,24-HR BLK AVG,88101
3434,2018-05-24,21,24-HR BLK AVG,88101
